Invoice,Recency,Frequency,Monetary,Cluster
512402,178,54,205.23999999999998,0
512403,178,10,114.44999999999999,0
512405,178,34,562.27,0
512406,178,46,618.76,0
512407,178,14,327.6,0
512409,178,23,359.07,0
512412,178,3,22.5,1
512414,178,1,29.7,1
512415,178,14,128.13,0
512417,178,1,63.5,1
512418,178,1,15.299999999999999,1
512420,178,29,195.49,0
512421,178,17,217.0,0
512422,178,11,179.84,0
512423,178,1,1.65,1
512425,178,51,151.98000000000002,0
512426,178,49,556.12,0
512430,178,1,207.89,1
512432,178,32,508.13,0
512433,178,7,134.44,0
512436,178,28,436.26,0
512439,178,27,412.64,0
512441,178,22,113.02,0
512453,178,2,8.45,1
512454,178,5,93.5,1
512456,177,7,118.88,1
512457,177,3,528.0,0
512459,177,16,353.11,0
512460,177,30,515.16,0
512461,177,27,449.85,0
512462,177,9,409.82,0
512464,177,1,47.7,1
512468,177,9,116.1,0
512499,177,6,629.9,0
512504,177,2,162.0,1
512507,177,2,418.4,0
512510,177,1,525.5999999999999,1
512511,177,1,30.24,1
512512,177,2,305.28000000000003,1
512513,177,1,101.76,1
512514,177,58,213.7,0
512516,177,28,418.52,0
512517,177,14,498.9,0
512518,177,6,351.0,0
512519,177,1,7.49,1
512520,177,3,140.79999999999998,1
512522,177,49,611.94,0
512523,177,15,318.15,0
512525,177,53,680.8,0
512527,177,45,718.9,0
512528,177,51,271.01,0
512533,177,19,110.05,0
512534,177,26,143.13,0
512535,177,37,151.48000000000002,0
512536,177,17,227.51999999999998,0
512537,177,5,524.22,0
512538,177,43,787.17,0
512540,177,22,623.64,0
512541,177,8,386.6,0
512542,177,19,130.23,0
512546,177,1,1.55,1
512547,177,8,183.5,0
512548,177,20,319.44,0
512549,177,7,89.47,1
512550,177,5,302.7,0
512551,177,21,131.53,0
512552,177,6,133.07,1
512554,177,46,273.4,0
512555,177,2,70.8,1
512556,177,8,160.08,0
512557,177,7,108.0,1
512558,177,7,167.45,0
512559,177,16,615.23,0
512560,177,45,203.74,0
512561,177,4,14.489999999999998,1
512562,177,1,45.0,1
512563,177,11,305.3,0
512565,177,6,149.57,0
512566,177,1,50.400000000000006,1
512569,177,7,202.98000000000002,0
512570,177,1,10.0,1
512571,177,4,105.15,1
512572,177,1,1.25,1
512585,177,29,334.64,0
512586,177,10,178.73,0
512587,177,11,186.06,0
512588,177,1,20.4,1
512590,177,24,253.55,0
512591,177,51,881.4,0
512593,177,12,750.36,0
512594,177,12,148.06,0
512598,177,12,114.85,0
512599,177,1,21.45,1
512601,177,2,20.6,1
512602,176,23,385.56,0
512604,176,27,533.84,0
512605,176,1,8.5,1
512606,176,32,617.27,0
512609,176,1,272.0,1
512610,176,1,183.60000000000002,1
512611,176,5,453.0,0
512612,176,10,395.1,0
512613,176,10,299.47,0
512614,176,36,127.35,0
512624,176,13,474.92,0
512627,176,17,254.55,0
512644,176,15,493.9,0
512649,176,1,1.25,1
512651,176,22,343.59999999999997,0
512656,176,1,34.0,1
512657,176,23,196.19,0
512658,176,1,15.0,1
512659,176,33,344.46,0
512664,176,22,157.07,0
512683,176,14,246.35,0
512684,176,4,84.15,1
512685,176,21,322.39,0
512694,176,53,199.10999999999999,0
512695,176,7,301.35,0
512696,176,39,594.1,0
512697,176,7,104.28,1
512698,176,4,85.13,1
512703,176,20,110.64999999999999,0
512705,176,6,13.5,1
512706,176,6,13.5,1
512708,176,31,704.59,0
512709,176,40,236.9,0
512710,176,39,706.14,0
512711,176,2,3.32,1
512712,176,36,236.2,0
512713,176,18,323.69,0
512721,176,7,738.6,0
512722,176,35,139.88,0
512723,176,16,346.25,0
512724,176,46,402.59000000000003,0
512725,176,39,168.73,0
512732,176,7,145.43,0
512734,176,3,353.52,0
512735,176,20,118.35,0
512736,176,16,309.85,0
512739,176,22,448.78000000000003,0
512740,176,6,108.38,1
512741,176,26,287.77,0
512742,176,29,631.45,0
512745,176,30,600.84,0
512746,176,25,72.72,0
512750,176,18,125.65,0
512751,176,21,160.82,0
512753,176,2,163.20000000000002,1
512755,176,24,359.98,0
512760,176,15,306.12,0
512764,176,20,372.19,0
512765,176,18,293.79,0
512766,176,29,231.58,0
512767,176,8,111.80000000000001,0
512772,176,40,341.06,0
512776,176,61,772.48,0
512779,176,2,42.5,1
512780,176,9,345.0,0
512781,176,52,523.5,0
512782,176,11,71.37,0
512783,176,29,198.9,0
512784,176,31,143.56,0
512786,175,6,6.9,1
512787,175,10,307.25,0
512788,175,10,151.63,0
512791,175,2,3.4,1
512795,175,21,320.0,0
512799,175,19,546.7,0
512800,175,19,249.48000000000002,0
512802,175,22,69.35,0
512803,175,13,27.369999999999997,1
512804,175,1,241.38,1
512806,175,13,37.769999999999996,1
512808,175,15,228.6,0
512818,175,7,111.46000000000001,1
512827,175,22,486.9,0
512847,175,16,323.69,0
512886,175,12,150.7,0
512888,175,27,208.35,0
512890,175,10,134.37,0
512891,175,6,252.54999999999998,0
512892,175,15,346.69,0
512894,175,28,382.91,0
512895,175,18,224.7,0
512896,175,13,128.82,0
512897,175,4,4.14,1
512899,175,28,472.59000000000003,0
512900,175,13,359.35,0
512901,175,23,264.55,0
512902,175,31,670.88,0
512903,175,19,314.06,0
512904,175,21,306.24,0
512905,175,17,137.7,0
512906,175,1,121.8,1
512907,175,9,136.5,0
512909,175,25,128.14,0
512910,175,17,279.35,0
512912,175,20,374.95,0
512914,175,2,175.5,1
512915,175,18,299.86,0
512916,175,10,255.9,0
512917,175,3,53.10000000000001,1
512919,175,13,415.13,0
512920,175,11,144.75,0
512921,175,2,10.85,1
512922,175,9,115.60000000000001,0
512923,173,5,86.45,1
512925,173,14,147.4,0
512926,173,1,382.5,1
512927,173,14,191.6,0
512929,173,33,207.06,0
512930,173,12,805.74,0
512931,173,1,9.5,1
512932,173,7,134.36,0
512933,173,3,222.72,1
512934,173,7,377.28,0
512935,173,45,420.04,0
512936,173,11,368.2,0
512937,173,25,392.7,0
512939,173,40,343.96,0
512940,173,7,250.3,0
512941,173,7,311.56,0
512942,173,10,166.55,0
512943,173,37,294.62,0
512944,173,10,220.60000000000002,0
512945,173,2,405.15000000000003,1
512947,173,7,107.71,1
512948,173,9,89.73,0
512949,173,39,255.37,0
512950,172,44,678.82,0
512951,172,25,463.43,0
512952,172,33,290.17,0
512953,172,1,53.1,1
512956,172,19,339.88,0
513014,172,10,168.97,0
513015,172,33,427.90999999999997,0
513016,172,28,500.88,0
513017,172,4,118.55000000000001,1
513018,172,34,354.0,0
513020,172,28,720.5,0
513021,172,40,233.12,0
513022,172,15,347.29,0
513023,172,29,309.73,0
513024,172,15,257.04,0
513037,172,2,79.30000000000001,1
513049,172,14,219.60999999999999,0
513051,172,31,449.58,0
513052,172,10,170.06,0
513053,172,42,543.32,0
513054,172,20,417.75,0
513055,172,1,17.700000000000003,1
513057,172,9,176.34,0
513058,172,15,272.68,0
513065,172,31,129.74,0
513072,172,18,114.36,0
513080,172,13,360.29999999999995,0
513095,172,32,628.87,0
513096,172,22,271.44,0
513097,172,4,75.35,1
513101,172,20,662.2,0
513109,172,21,77.83,0
513110,172,6,111.15,1
513111,172,27,321.8,0
513114,171,20,367.8,0
513115,171,35,762.08,0
513116,171,9,160.98,0
513117,171,21,281.18,0
513118,171,1,19.9,1
513119,171,3,41.5,1
513120,171,16,265.37,0
513121,171,1,15.299999999999999,1
513122,171,1,130.0,1
513123,171,20,489.8,0
513124,171,17,275.7,0
513147,171,6,98.7,1
513161,171,26,454.5,0
513162,171,1,13.919999999999998,1
513163,171,19,172.32,0
513164,171,1,81.12,1
513165,171,1,118.80000000000001,1
513166,171,10,164.6,0
513167,171,12,302.0,0
513168,171,14,192.7,0
513169,171,19,351.43,0
513170,171,10,344.4,0
513171,171,22,377.74,0
513172,171,23,421.55,0
513176,171,15,372.84000000000003,0
513182,171,18,616.6,0
513183,171,13,375.71999999999997,0
513184,171,8,175.0,0
513186,171,8,320.2,0
513187,171,14,442.2,0
513188,171,35,571.4,0
513189,171,15,319.95000000000005,0
513191,171,8,169.55,0
513192,171,2,34.9,1
513194,171,14,564.8,0
513195,171,6,116.18,1
513196,171,23,493.53000000000003,0
513197,171,9,148.85,0
513201,171,25,396.91,0
513202,171,8,136.95,0
513203,170,39,806.01,0
513204,170,13,264.9,0
513205,170,11,327.3,0
513206,170,18,540.25,0
513207,170,9,312.35,0
513208,170,15,321.24,0
513209,170,1,330.0,1
513210,170,12,334.25,0
513211,170,1,543.36,1
513212,170,2,495.0,0
513213,170,16,307.24,0
513231,170,27,357.15999999999997,0
513248,170,22,426.47,0
513251,170,11,150.75,0
513259,170,14,307.5,0
513260,170,22,375.33,0
513261,170,1,4.95,1
513262,170,5,343.2,0
513263,170,15,216.60999999999999,0
513264,170,1,765.0,0
513265,170,12,50.2,1
513266,170,37,462.2,0
513267,170,3,98.4,1
513268,170,8,102.55,0
513269,170,12,379.4,0
513271,170,1,320.0,1
513272,170,4,500.34000000000003,0
513273,170,2,429.0,0
513274,170,15,436.28,0
513275,170,18,367.48,0
513276,170,8,366.8,0
513277,170,5,363.3,0
513278,170,2,169.12,1
513280,170,25,110.95,0
513281,170,21,383.85,0
513283,170,2,408.48,1
513284,170,7,136.56,0
513285,170,4,309.91999999999996,0
513286,170,6,317.25,0
513287,170,5,321.8,0
513292,170,25,382.75,0
513303,170,9,16.05,1
513304,170,2,3.8,1
513306,170,3,35.16,1
513307,170,7,331.8,0
513309,170,19,339.55,0
513310,170,8,441.5,0
513311,170,13,65.15,0
513312,170,6,97.84,1
513313,170,9,159.93,0
513314,170,1,7.5,1
513315,170,6,150.55,0
513316,170,9,241.8,0
513318,170,5,111.5,1
513319,170,1,6.300000000000001,1
513323,170,11,127.85,0
513324,170,21,195.07,0
513325,170,1,29.25,1
513326,170,30,121.08,0
513327,170,10,17.11,1
513329,170,4,66.72,1
513330,170,29,385.0,0
513332,169,17,234.56,0
513333,169,28,92.67,0
513334,169,23,610.26,0
513337,169,15,232.88,0
513339,169,12,195.8,0
513340,169,3,181.56,1
513341,169,4,372.5,0
513342,169,3,313.2,0
513343,169,15,308.03000000000003,0
513344,169,6,845.0,0
513345,169,18,320.25,0
513347,169,1,11.9,1
513349,169,53,269.54,0
513356,169,34,387.81,0
513359,169,6,49.41,1
513362,169,28,310.35,0
513364,169,34,408.98,0
513368,169,47,517.72,0
513369,169,41,453.96,0
513371,169,21,176.34,0
513372,169,32,657.39,0
513374,169,49,559.03,0
513381,169,30,398.45,0
513383,169,25,248.17,0
513387,169,36,323.59000000000003,0
513393,169,15,294.5,0
513395,169,21,216.39,0
513396,169,5,33.65,1
513397,169,15,137.49,0
513398,169,19,327.37,0
513399,169,40,354.4,0
513400,169,23,294.22,0
513401,169,23,304.62,0
513402,169,11,309.75,0
513403,169,25,326.13,0
513409,169,17,469.38,0
513410,169,44,510.51,0
513413,169,10,472.53000000000003,0
513415,169,1,31.8,1
513416,169,1,120.44999999999999,1
513417,169,2,28.2,1
513419,169,9,162.41,0
513420,169,2,19.8,1
513422,169,19,165.55,0
513425,169,13,359.45,0
513426,169,20,221.04999999999998,0
513428,169,17,277.85,0
513431,169,7,355.7,0
513432,169,5,127.60000000000001,1
513434,169,13,92.75,0
513435,169,1,7.95,1
513436,169,18,234.1,0
513437,169,14,124.04,0
513438,169,25,556.16,0
513439,169,1,272.27,1
513452,169,10,463.0,0
513454,169,3,97.5,1
513455,169,1,63.5,1
513456,169,4,240.1,0
513457,169,1,25.200000000000003,1
513458,169,25,431.39,0
513460,169,5,317.5,0
513461,169,25,417.65999999999997,0
513468,169,15,236.07,0
513469,169,40,582.17,0
513487,169,43,300.12,0
513490,169,1,12.75,1
513491,168,34,551.5,0
513492,168,18,199.6,0
513493,168,1,19.95,1
513495,168,11,88.45,0
513496,168,7,278.2,0
513498,168,40,837.3100000000001,0
513509,168,15,463.28,0
513539,168,23,471.51,0
513541,168,17,134.94,0
513542,168,15,310.4,0
513543,168,23,665.25,0
513544,168,1,17.700000000000003,1
513545,168,22,307.45,0
513551,168,20,194.4,0
513553,168,23,321.55,0
513554,168,7,445.61,0
513555,168,39,379.07,0
513556,168,15,341.1,0
513557,168,7,130.05,0
513558,168,16,322.11,0
513559,168,32,141.28,0
513560,168,50,510.15,0
513561,168,1,14.850000000000001,1
513562,168,2,14.33,1
513563,168,14,298.40000000000003,0
513564,168,1,300.13,1
513565,168,1,72.45,1
513566,168,1,358.47,1
513567,168,6,97.84,1
513568,168,22,684.12,0
513569,168,9,162.05,0
513570,168,13,136.35,0
513572,168,4,95.62,1
513573,168,10,394.8,0
513575,168,12,333.6,0
513576,168,14,181.6,0
513577,168,7,124.39999999999999,0
513578,168,4,67.38,1
513579,168,7,15.9,1
513580,168,1,5.0,1
513581,168,13,199.38,0
513582,168,3,4.9,1
513584,166,9,148.4,0
513585,166,9,323.19,0
513586,166,9,34.92,1
513589,166,20,863.9100000000001,0
513591,166,1,39.8,1
513592,166,3,116.88,1
513593,166,6,620.5899999999999,0
513597,166,13,387.82,0
513598,166,18,145.57,0
513599,166,14,61.739999999999995,0
513600,166,3,290.46,0
513601,166,12,253.8,0
513602,166,19,321.23,0
513604,166,10,128.43,0
513606,166,11,634.16,0
513608,166,44,296.12,0
513609,166,19,137.7,0
513611,166,2,128.52,1
513612,166,5,220.65,0
513613,166,7,198.77999999999997,0
513614,166,26,212.63,0
513616,166,60,367.86,0
513617,166,9,201.25,0
513618,166,18,318.37,0
513619,166,5,102.25,1
513620,166,45,369.58,0
513621,166,5,571.36,0
513622,166,9,456.94,0
513623,166,5,86.54,1
513624,166,10,288.05,0
513626,166,38,636.87,0
513627,166,32,549.88,0
513628,166,12,174.8,0
513629,166,47,172.2,0
513630,166,18,147.45,0
513631,166,10,180.85000000000002,0
513632,166,32,454.66,0
513633,166,19,394.5,0
513634,166,26,101.4,0
513635,166,12,353.02,0
513636,166,8,121.05,0
513637,166,13,720.3,0
513638,166,4,188.57999999999998,1
513639,166,14,337.95,0
513640,166,3,63.879999999999995,1
513641,166,13,229.53,0
513642,166,5,206.76,0
513643,166,2,9.149999999999999,1
513644,166,15,319.6,0
513646,165,16,305.70000000000005,0
513648,165,20,348.06,0
513650,165,30,455.18,0
513651,165,2,666.4,0
513652,165,9,185.46,0
513656,165,3,138.44,1
513657,165,12,259.68,0
513658,165,7,436.28000000000003,0
513659,165,37,547.73,0
513660,165,14,264.24,0
513661,165,7,116.92,1
513662,165,3,72.3,1
513663,165,18,308.38,0
513664,165,9,166.35,0
513665,165,53,373.17,0
513666,165,24,142.17000000000002,0
513669,165,5,306.95,0
513670,165,1,7.49,1
513708,165,7,102.86,1
513709,165,3,324.0,0
513712,165,4,108.75,1
513713,165,9,156.43,0
513714,165,23,200.91,0
513744,165,28,730.9,0
513747,165,21,305.07,0
513751,165,35,355.44,0
513752,165,32,166.88,0
513761,165,21,275.3,0
513766,165,3,119.70000000000002,1
513768,165,47,767.05,0
513769,165,12,179.28,0
513770,165,24,595.39,0
513772,165,42,318.82,0
513773,165,17,244.6,0
513774,165,19,142.31,0
513775,165,38,464.62,0
513777,165,13,265.5,0
513778,165,51,172.6,0
513779,165,7,262.85,0
513781,165,3,344.5,0
513782,165,6,121.3,1
513784,165,1,170.0,1
513785,165,3,223.95,1
513786,165,17,148.47,0
513787,165,8,99.9,1
513788,165,23,350.56,0
513789,165,34,708.1,0
513790,165,55,456.90000000000003,0
513791,165,38,199.93,0
513792,165,18,304.68,0
513793,165,24,214.99,0
513794,165,8,314.7,0
513795,165,13,301.8,0
513796,165,15,219.35,0
513797,165,13,225.73000000000002,0
513799,165,7,119.8,0
513800,164,15,603.46,0
513801,164,18,314.99,0
513802,164,10,308.1,0
513803,164,1,155.51999999999998,1
513804,164,1,175.0,1
513805,164,4,96.39999999999999,1
513809,164,18,322.24,0
513810,164,7,142.8,0
513811,164,10,357.84,0
513812,164,2,330.0,1
513813,164,36,759.13,0
513814,164,23,353.98,0
513815,164,12,237.6,0
513816,164,24,467.76,0
513817,164,1,118.8,1
513818,164,6,84.93,1
513819,164,1,201.60000000000002,1
513820,164,10,260.6,0
513822,164,11,158.52,0
513827,164,19,755.02,0
513847,164,3,38.400000000000006,1
513853,164,1,15.0,1
513854,164,37,513.95,0
513855,164,23,485.99,0
513856,164,1,39.0,1
513858,164,21,351.18,0
513859,164,1,29.700000000000003,1
513862,164,8,103.19999999999999,0
513876,164,23,751.5,0
513878,164,11,325.49,0
513879,164,1,17.700000000000003,1
513902,164,9,301.0,0
513915,164,18,108.06,0
513922,164,2,38.5,1
513926,164,13,241.45,0
513934,164,3,139.85,1
513936,164,8,200.91000000000003,0
513937,164,5,156.0,1
513938,164,10,510.24,0
513939,164,25,677.55,0
513940,164,10,161.1,0
513941,164,21,316.48,0
513945,164,20,532.8,0
513948,164,14,306.95,0
513949,164,18,143.27,0
513950,164,12,277.40000000000003,0
513951,164,2,8.9,1
513956,164,48,754.84,0
513958,164,1,97.5,1
513959,164,5,112.34,1
513960,164,33,836.75,0
513961,164,44,210.44,0
513965,164,24,686.4,0
513967,164,1,145.0,1
513968,164,9,144.55,0
513970,164,9,166.6,0
513971,164,3,81.66,1
513974,164,10,395.2,0
513984,163,3,74.7,1
513990,163,3,838.74,0
513991,163,14,342.61,0
513993,163,1,318.0,1
513995,163,25,471.87,0
513996,163,9,172.55,0
513998,163,23,371.85,0
514002,163,4,159.6,1
514004,163,33,620.65,0
514005,163,23,379.89,0
514008,163,15,306.78,0
514009,163,21,309.53,0
514013,163,18,217.32,0
514015,163,19,404.45000000000005,0
514016,163,8,389.78000000000003,0
514018,163,3,75.3,1
514019,163,17,313.95,0
514021,163,9,302.4,0
514022,163,42,594.17,0
514023,163,57,710.41,0
514026,163,21,331.57,0
514036,163,30,679.08,0
514047,163,58,286.27,0
514058,163,7,154.07999999999998,0
514059,163,11,624.12,0
514061,163,12,322.8,0
514063,163,17,330.5,0
514064,163,31,446.49,0
514085,163,7,311.4,0
514091,163,1,330.0,1
514092,163,9,156.5,0
514096,163,20,409.98,0
514098,163,45,423.95,0
514105,163,29,492.62,0
514106,163,11,241.2,0
514107,163,29,134.71,0
514108,163,25,354.75,0
514114,163,29,527.6,0
514116,163,15,228.2,0
514117,163,11,185.0,0
514119,163,27,416.6,0
514126,163,59,284.19,0
514127,163,6,100.65,1
514128,163,4,10.54,1
514129,163,10,159.47,0
514130,163,1,102.0,1
514131,163,18,282.65,0
514132,163,2,27.839999999999996,1
514134,163,19,148.04000000000002,0
514136,163,11,184.4,0
514137,163,1,102.0,1
514138,163,31,513.65,0
514140,163,17,358.15,0
514141,163,39,248.48,0
514152,163,22,678.2,0
514155,163,9,178.2,0
514157,163,1,85.13,1
514158,163,2,3.3,1
514160,163,2,114.12,1
514161,163,24,377.35,0
514164,163,18,303.14,0
514165,163,39,806.0600000000001,0
514166,163,4,27.84,1
514184,163,11,335.4,0
514188,163,1,15.299999999999999,1
514203,163,15,659.3,0
514204,163,2,204.0,1
514208,163,20,310.41,0
514209,163,8,192.3,0
514210,163,16,287.98,0
514211,163,10,224.04,0
514212,163,12,171.3,0
514217,162,10,288.15,0
514219,162,23,341.8,0
514220,162,47,869.6800000000001,0
514222,162,17,268.28,0
514224,162,11,96.55,0
514225,162,21,502.39,0
514226,162,29,611.66,0
514231,162,1,39.15,1
514235,162,2,40.2,1
514244,162,15,411.64,0
514254,162,10,140.15,0
514271,162,10,304.2,0
514272,162,4,308.45,0
514274,162,11,141.25,0
514275,162,6,15.0,1
514276,162,1,88.0,1
514277,162,14,324.74,0
514278,162,9,81.75,1
514279,162,41,234.32,0
514281,162,19,328.29,0
514288,162,15,309.84999999999997,0
514289,162,23,545.55,0
514293,162,50,221.3,0
514295,162,21,312.85,0
514296,162,3,47.25,1
514297,162,6,313.34,0
514298,162,2,95.45,1
514299,162,12,150.12,0
514300,162,8,109.73,0
514302,162,21,184.24,0
514304,162,1,190.5,1
514305,162,12,827.6,0
514306,162,45,422.05,0
514307,162,1,4.95,1
514308,162,11,450.2,0
514310,162,8,222.39999999999998,0
514311,162,21,461.95,0
514312,162,18,375.3,0
514313,162,11,429.41,0
514314,162,8,146.57999999999998,0
514316,162,16,322.8,0
514317,162,23,116.28,0
514318,162,22,219.42,0
514319,162,21,374.75,0
514321,162,41,228.82999999999998,0
514322,162,5,379.2,0
514323,162,7,164.7,0
514324,162,20,146.39,0
514325,162,1,79.95,1
514328,162,39,254.69,0
514329,162,1,81.2,1
514330,162,33,831.1,0
514331,162,4,332.5,0
514333,162,1,39.8,1
514334,162,14,210.45000000000002,0
514335,162,51,284.28000000000003,0
514336,162,13,263.76,0
514337,162,7,102.7,1
514339,162,21,346.86,0
514342,162,5,336.6,0
514343,162,11,81.89999999999999,0
514344,162,17,352.06,0
514345,162,11,135.42000000000002,0
514346,162,8,513.18,0
514347,162,10,155.73,0
514348,162,7,300.84000000000003,0
514349,162,2,93.8,1
514350,162,23,310.42,0
514351,162,10,283.05,0
514352,162,2,15.23,1
514356,162,21,313.28,0
514357,162,1,29.95,1
514358,162,20,282.74,0
514359,162,15,104.65,0
514360,162,23,301.65999999999997,0
514364,162,18,104.35,0
514365,162,10,189.51000000000002,0
514366,162,22,189.67000000000002,0
514367,162,37,267.54,0
514370,161,8,101.8,1
514371,161,11,245.73,0
514372,161,1,1.65,1
514373,161,21,325.6,0
514374,161,19,340.84000000000003,0
514375,161,12,292.18,0
514376,161,15,288.0,0
514377,161,20,308.09000000000003,0
514378,161,1,102.0,1
514379,161,21,521.53,0
514380,161,11,99.53999999999999,0
514383,161,14,123.45,0
514386,161,1,29.849999999999998,1
514389,161,1,788.4,0
514391,161,26,527.04,0
514393,161,1,11.7,1
514394,161,1,39.0,1
514395,161,16,348.1,0
514396,161,16,242.46,0
514397,161,10,176.04,0
514462,161,33,189.66,0
514464,161,1,15.0,1
514465,161,13,556.84,0
514466,161,22,256.15,0
514468,161,16,213.85,0
514469,161,1,6.35,1
514470,161,17,306.63,0
514471,161,21,177.0,0
514479,161,27,157.17,0
514481,161,27,438.51,0
514483,161,31,846.22,0
514484,161,1,36.0,1
514486,161,1,40.0,1
514487,161,23,114.1,0
514488,161,3,11.9,1
514490,161,1,101.88,1
514491,161,1,2.75,1
514492,161,30,533.74,0
514493,161,30,648.78,0
514494,161,4,13.85,1
514495,161,1,136.0,1
514496,159,3,108.75,1
514497,159,55,194.53,0
514499,159,38,275.54,0
514500,159,11,104.86,0
514502,159,10,531.65,0
514503,159,50,344.17,0
514504,159,5,39.0,1
514505,159,38,236.62,0
514506,159,21,158.57,0
514508,159,24,854.88,0
514510,159,21,276.75,0
514511,159,53,414.19,0
514512,159,26,146.78,0
514513,159,4,347.7,0
514515,159,8,724.56,0
514516,159,49,293.11,0
514517,159,2,664.8,0
514518,158,29,423.24,0
514519,158,24,270.12,0
514520,158,30,568.11,0
514523,158,26,288.02,0
514524,158,8,561.2,0
514527,158,9,50.400000000000006,1
514529,158,36,534.72,0
514530,158,29,631.38,0
514531,158,29,587.24,0
514533,158,5,276.25,0
514534,158,27,395.12,0
514537,158,9,310.40000000000003,0
514540,158,29,414.19,0
514542,158,1,450.0,1
514544,158,46,204.02,0
514545,158,29,574.12,0
514551,158,22,141.25,0
514552,158,23,182.0,0
514553,158,37,186.18,0
514554,158,9,148.32,0
514555,158,28,407.22,0
514556,158,30,565.0,0
514558,158,26,289.58,0
514559,158,29,469.81,0
514563,158,35,864.03,0
514564,158,6,19.5,1
514565,158,25,293.0,0
514566,158,1,12.75,1
514567,158,12,280.16,0
514573,158,4,14.25,1
514583,158,1,466.20000000000005,1
514597,158,8,181.94,0
514599,158,10,18.3,1
514600,158,29,553.78,0
514601,158,28,378.18,0
514613,158,17,329.3,0
514630,158,13,182.63,0
514639,158,15,622.0,0
514660,158,39,731.48,0
514662,158,1,0.85,1
514663,158,29,223.28,0
514664,158,40,409.0,0
514666,158,6,140.7,1
514667,158,3,103.75999999999999,1
514668,158,29,141.29999999999998,0
514669,158,1,23.4,1
514670,158,2,78.0,1
514671,158,18,366.75,0
514672,158,19,384.69,0
514673,158,9,306.75,0
514675,158,10,210.59,0
514676,158,29,106.5,0
514677,158,31,498.96000000000004,0
514678,158,4,20.16,1
514680,158,20,95.53,0
514681,158,5,71.15,1
514682,158,30,579.35,0
514685,158,30,555.94,0
514686,158,4,95.46000000000001,1
514688,158,8,139.06,0
514690,158,28,187.67000000000002,0
514691,158,14,271.25,0
514692,158,6,145.5,0
514693,158,25,194.76999999999998,0
514694,158,19,118.35000000000001,0
514695,158,3,639.9,0
514696,158,1,13.919999999999998,1
514697,158,9,359.47999999999996,0
514703,158,1,90.0,1
514705,158,11,213.01999999999998,0
514714,158,16,611.7,0
514715,158,18,210.9,0
514716,158,28,501.33,0
514719,158,8,309.36,0
514720,158,13,524.3,0
514722,158,40,475.15,0
514723,158,28,281.55,0
514724,157,21,302.93,0
514725,157,10,153.95,0
514726,157,9,172.54999999999998,0
514727,157,7,426.0,0
514730,157,3,107.63999999999999,1
514731,157,4,545.9,0
514732,157,5,283.61,0
514734,157,20,478.15999999999997,0
514736,157,24,492.62,0
514744,157,21,342.44,0
514759,157,11,422.1,0
514774,157,17,423.90000000000003,0
514785,157,4,147.0,1
514797,157,6,892.5,0
514800,157,11,194.8,0
514801,157,14,227.4,0
514802,157,9,127.76,0
514803,157,2,119.69999999999999,1
514805,157,1,30.0,1
514806,157,34,149.12,0
514807,157,19,160.25,0
514808,157,4,591.6600000000001,0
514809,157,6,816.6,0
514810,157,10,294.88,0
514811,157,8,293.61,0
514812,157,28,210.9,0
514813,157,1,17.85,1
514814,157,11,219.9,0
514823,157,47,829.25,0
514824,157,13,308.96000000000004,0
514825,157,15,278.25,0
514826,157,30,127.3,0
514827,157,6,315.81,0
514828,157,17,545.96,0
514829,157,16,306.7,0
514830,157,14,303.8,0
514831,157,1,17.0,1
514834,157,6,439.32,0
514836,157,14,201.4,0
514837,157,2,12.7,1
514838,157,8,135.46,0
514839,157,12,499.90000000000003,0
514840,157,1,53.1,1
514841,157,40,832.9,0
514842,157,9,218.36,0
514843,157,8,313.63,0
514844,157,12,395.62,0
514845,157,10,247.5,0
514847,157,1,4.95,1
514849,157,2,58.5,1
514850,157,47,750.76,0
514851,157,15,252.8,0
514852,157,22,348.56,0
514856,157,11,112.46,0
514857,157,1,107.8,1
514858,156,1,81.36,1
514859,156,1,367.2,1
514860,156,1,138.24,1
514861,156,16,362.2,0
514862,156,16,211.20000000000002,0
514863,156,1,17.700000000000003,1
514864,156,21,410.56,0
514865,156,18,430.58,0
514867,156,16,554.8,0
514869,156,1,1.25,1
514871,156,3,529.0,0
514872,156,27,427.38,0
514874,156,1,175.2,1
514875,156,1,211.2,1
514877,156,5,427.0,0
514911,156,23,302.86,0
514912,156,31,377.59,0
514913,156,26,283.43,0
514914,156,17,263.53999999999996,0
514916,156,17,231.26,0
514918,156,19,147.79,0
514921,156,28,371.69,0
514923,156,22,222.77,0
514926,156,24,329.84999999999997,0
514928,156,29,357.89,0
514931,156,22,506.46,0
514935,156,20,259.3,0
514936,156,22,334.71,0
514938,156,18,313.41,0
514940,156,15,117.42,0
514943,156,15,138.35,0
514949,156,31,496.45,0
514951,156,1,162.24,1
514954,156,6,61.84,1
514964,156,26,478.01,0
514966,156,9,164.82,0
514967,156,20,150.3,0
514969,156,26,398.21000000000004,0
514970,156,13,518.78,0
514971,156,3,495.36,0
514973,156,29,456.94,0
514974,156,23,209.9,0
514975,156,1,102.0,1
514976,156,7,173.7,0
514978,156,8,362.74,0
514979,156,11,771.65,0
514981,156,1,27.900000000000002,1
514982,156,6,100.30000000000001,1
514983,156,2,31.85,1
514984,156,43,221.81,0
514985,156,42,114.49,0
514988,156,5,5.72,1
514989,156,19,244.85,0
514990,156,1,23.6,1
